index,x,y,z

0,[],[],[]
39,"[0.5280762, 0.5375977, -0.543457, 0.2944336, 0.5102539, 0.0480957, -0.7868652, -0.007080078, 0.6921387, 0.2133789, 0.9536133, 0.07373047, -0.4599609, 0.5283203, 1.067871, 1.107422, 1.12085]","[-0.3874512, -0.1074219, -0.3833008, -0.6767578, -0.1938477, -0.4958496, -0.3303223, -0.6401367, -1.108643, -0.5495605, -0.3869629, -0.4921875, -0.3586426, -0.4758301, -0.1142578, -0.04174805, -0.03613281]","[-0.7346191, -0.8061523, -0.7736816, -0.760498, -0.6020508, -0.965332, -0.8916016, -0.6916504, -0.4306641, -0.638916, -0.4697266, -0.8708496, -1.062988, -0.7370605, -0.1787109, -0.01196289, -0.02148438]"

40,"[0.2995605, -0.4465332, -0.2954102, 0.5737305, 0.4780273, 0.03173828, -1.018066, 0.3691406, 0.8740234, 0.5625, 0.01757813, -0.7941895, -0.2336426, -0.1083984, 0.3203125, 1.234619, 1.17627, 1.999939, 1.114502]","[-0.7304688, -0.557373, -0.6052246, -0.6235352, -0.7116699, -0.4194336, -0.3276367, -0.6394043, -0.4387207, -0.5739746, -0.390625, -0.3491211, -0.5710449, -1.242676, -0.3217773, -0.07397461, -0.05639648, 0.588623, -0.04296875]","[-0.5393066, -0.8510742, -0.5861816, -0.5898438, -0.6303711, -0.9067383, -0.9775391, -0.5275879, -0.9650879, -0.9106445, -0.9577637, -0.9555664, -0.8305664, -1.508057, -0.6245117, -0.4702148, -0.04370117, 1.44165, -0.004394531]"

41,"[0.387207, 0.1994629, 0.2800293, 0.121582, -0.7419434, 0.04052734, 0.4516602, 0.7719727, 0.1618652, 0.5463867, -0.4033203, -0.2895508, 0.5441895, 0.8510742, 1.209961, 1.121094]","[-0.4331055, -0.6276855, -0.6210938, -0.6738281, -0.543457, -0.7106934, -0.7145996, -0.604248, -0.7683105, -1.079834, -0.4899902, -0.6118164, -0.5471191, -0.1689453, 0.03686523, -0.03735352]","[-0.5224609, -0.5996094, -0.9248047, -0.748291, -0.8972168, -0.6750488, -0.4938965, -0.5288086, -0.7705078, -0.5236816, -0.8950195, -0.9775391, -0.3989258, -0.6315918, -0.1098633, -0.003173828]"

42,"[0.5144043, 0.8081055, 0.02758789, 0.7124023, -0.1499023, 0.5383301, 1.105225, 1.08667, 0.1589355, 0.07275391, 0.2370605, -0.2077637, -0.6445313, -0.2077637, 0.01318359, 1.028564, 1.037354, 1.081299]","[-0.5878906, -0.4724121, -0.6054688, -0.9699707, -0.5405273, -0.6323242, -0.3181152, -0.01220703, -0.2590332, -0.519043, -1.227295, -0.4145508, -0.3327637, -0.4960938, -0.5756836, -0.3205566, -0.05371094, -0.06323242]","[-0.8398438, -0.7375488, -0.7722168, -0.3503418, -0.8674316, -0.5812988, -0.5400391, -0.05566406, -0.833252, -1.200684, -1.0271, -0.9733887, -1.070801, -0.8603516, -0.703125, -0.1928711, -0.03222656, 0.02490234]"

43,"[-1.984375, -0.3320313, 0.5063477, 0.7121582, -0.1403809, -0.3903809, 0.1418457, -1.068115, -0.340332, -0.2087402, -0.3496094, 0.1699219, 0.8532715, -0.480957, 0.05712891, 1.181885, 1.072021, 1.043457]","[-1.984375, -0.4851074, -0.7062988, -0.5385742, -0.5200195, -0.5622559, -0.6896973, -1.984375, -0.4719238, -0.6027832, -0.5253906, -0.6120605, -0.3339844, -0.4074707, -0.6618652, -0.3271484, -0.1584473, -0.1035156]","[-0.09887695, -0.8139648, -0.5437012, -0.4868164, -0.8950195, -0.947998, -0.6308594, 1.999939, -0.9401855, -0.7316895, -0.802002, -0.6828613, -0.7111816, -0.998291, -0.640625, -0.4228516, -0.1567383, -0.0847168]"

44,"[0.07666016, 0.7463379, 0.2285156, -0.6201172, -0.1069336, 0.715332, -0.6037598, -0.541748, 0.2297363, 0.9038086, -0.4365234, 0.1311035, 0.6125488, 0.2531738, -0.4274902, -0.527832, 0.3422852, 0.8452148, 0.9804688]","[-0.4812012, -0.9277344, -0.6806641, -0.5097656, -0.6416016, -0.8190918, -0.3317871, -0.5178223, -0.6611328, -0.2458496, -0.4492188, -0.6960449, -1.119141, -0.6037598, -0.3796387, -0.4350586, -0.6386719, -0.2480469, -0.1340332]","[-0.4506836, -0.5522461, -1.095703, -1.056885, -0.7470703, -0.4423828, -0.9973145, -0.953125, -0.5852051, -0.9475098, -0.9509277, -0.588623, -0.1027832, -1.927734, -1.05957, -0.9382324, -0.7299805, -0.7414551, -0.001464844]"

45,"[1.202637, 0.4082031, -0.3811035, 0.1669922, -0.8361816, -0.1262207, 0.7507324, 0.1696777, -0.588623, -0.1289063, 0.8537598, -0.5075684, -0.5869141, -0.1791992, -0.5026855, -0.5927734, 0.6694336, 0.4978027, 1.143799]","[-0.222168, -0.5251465, -0.6181641, -0.5690918, -0.3718262, -0.6550293, -1.081543, -0.5566406, -0.4284668, -0.6369629, -0.7485352, -1.300049, -0.3845215, -1.076904, -0.4265137, -0.4077148, -1.18335, -0.3955078, -0.01757813]","[-0.3044434, -0.7939453, -0.7451172, -0.8256836, -1.021484, -0.8120117, -0.3154297, -0.9775391, -1.064453, -0.668457, -0.4118652, -1.984375, -0.9191895, -1.322998, -0.9099121, -0.9711914, -0.4128418, -0.8928223, -0.06225586]"

46,"[0.3986816, 0.157959, -0.1987305, -0.5556641, -0.4631348, 0.2358398, -0.4814453, -0.3769531, -0.4003906, 0.3337402, 0.309082, -0.2927246, -0.6616211, 0.7709961, 0.8085938, -0.848877, -0.3884277, 0.4038086, -0.4621582, 1.056885, 1.07251, 1.111572]","[-0.4907227, -0.5949707, -1.630859, -0.4309082, -0.5725098, -0.6889648, -1.984375, -0.4990234, -0.5883789, -0.6791992, -0.604248, -0.486084, -0.4267578, -0.9143066, -1.984375, -0.3242188, -0.5600586, -0.7006836, -1.07666, -0.1115723, -0.0002441406, -0.03979492]","[-0.4638672, -0.6379395, -0.9379883, -0.7939453, -0.8190918, -0.6518555, -1.256104, -0.8144531, -0.7453613, -0.5932617, -1.0271, -0.9592285, -0.7888184, -0.1538086, 1.999939, -0.8649902, -0.8271484, -0.6535645, -1.405273, -0.1811523, -0.1203613, -0.006347656]"

47,"[0.1623535, -0.3808594, -0.4753418, -0.3796387, 0.1733398, 0.3537598, 0.4353027, -0.5546875, -0.6523438, -0.01293945, 0.8239746, 0.07885742, -0.4404297, 0.1311035, 0.4562988, -0.4545898, 0.2565918, 1.00708, 1.109375]","[-0.3664551, -1.491699, -0.4052734, -0.6176758, -0.7021484, -0.6813965, -0.5158691, -0.4641113, -0.5234375, -0.6606445, -1.19751, -1.984375, -0.5812988, -0.6843262, -0.654541, -0.4682617, -0.6157227, -0.1428223, -0.03930664]","[-0.748291, -1.222412, -1.088623, -0.8041992, -0.5693359, -0.5114746, -0.9633789, -0.8674316, -0.7839355, -0.6877441, -0.1481934, 1.249756, -0.9187012, -0.6520996, -0.873291, -0.769043, -0.4152832, -0.2111816, 0.0009765625]"

48,"[-0.2182617, -0.03222656, 0.8522949, -0.3039551, -0.5068359, 0.06176758, 0.5944824, 0.1606445, 0.07348633, 0.7148438, 0.1584473, -0.4572754, -0.03930664, -0.5102539, 0.1604004, -0.07373047, 0.01635742, 0.7858887, 1.199707, 1.196777]","[-0.4187012, -0.635498, -0.2131348, -0.479248, -0.5620117, -0.7236328, -0.9570313, -0.6364746, -0.7375488, -0.9870605, -0.9023438, -0.5454102, -0.7539063, -0.484375, -0.7634277, -0.5405273, -0.5131836, -0.4772949, -0.1662598, -0.04882813]","[-0.4714355, -0.7077637, -0.7990723, -0.9287109, -0.9111328, -0.6416016, -0.2678223, -0.8571777, -0.5620117, -0.1298828, -1.073975, -0.8996582, -0.6584473, -0.9211426, -0.4882813, -1.039307, -0.4987793, -0.5288086, -0.1000977, 0.08398438]"

49,"[0.3513184, -0.09985352, 0.3459473, 0.7404785, -0.2126465, 0.5603027, -0.3979492, -0.217041, 0.1884766, 0.9118652, 0.2866211, -0.5490723, -0.02856445, 0.3933105, -0.4748535, 0.4968262, 1.247314, 1.101318]","[-0.5019531, -0.6777344, -0.7023926, -0.9145508, -0.6550293, -1.27417, -0.5092773, -0.6518555, -0.7111816, -0.5808105, -0.6237793, -0.4995117, -0.6804199, -0.7160645, -1.615967, -0.4245605, -0.3374023, -0.03344727]","[-0.4909668, -0.744873, -0.5124512, -0.1943359, -0.7592773, -0.3212891, -0.8837891, -0.8415527, -0.5820313, -0.4958496, -0.8974609, -0.9318848, -0.701416, -0.5598145, -0.9995117, -0.9433594, -0.06298828, 0.001953125]"

