index,x,y,z
20,"[0.6000977, 0.2993164, 0.1940918, 0.02685547, 0.01489258, 0.01831055, -0.02929688, -0.04223633, -0.2050781, -0.05615234, -0.09155273, -0.09863281, 0.140625, 0.2036133, 0.4516602, 0.6960449, 0.8234863, 1.37085, 1.131104, 1.202148, 0.7297363, 1.142578]","[-0.6711426, -0.8566895, -0.9433594, -0.9296875, -0.9399414, -0.9567871, -0.939209, -0.9702148, -0.9416504, -0.9606934, -0.9587402, -0.923584, -0.8879395, -0.862793, -0.8937988, -0.7058105, -0.4975586, -0.02954102, 0.206543, 0.4863281, 0.01708984, -0.07373047]","[-0.185791, 0.04492188, 0.09545898, 0.1169434, 0.1809082, 0.1901855, 0.2780762, 0.2236328, 0.1425781, 0.2578125, 0.2751465, 0.2470703, 0.2790527, 0.2158203, 0.1708984, 0.04125977, -0.09741211, 0.02050781, -0.2387695, -0.1101074, -0.08911133, -0.0390625]"
21,"[1.04541, 1.026123, 0.4475098, 0.3054199, 0.1311035, -0.09960938, -0.376709, -0.298584, -0.4643555, -0.5563965, -0.3781738, -0.380127, -0.3217773, -0.3605957, 0.07519531, 0.1315918, 0.6938477, 0.861084, 1.282227, 1.999939, 1.115967]","[-0.3146973, -0.6484375, -0.8044434, -0.9394531, -0.9487305, -0.916748, -0.8288574, -0.8234863, -0.890625, -0.8352051, -0.8139648, -0.8068848, -0.7719727, -0.7734375, -0.8168945, -0.8117676, -0.7324219, -0.5964355, -0.1347656, 0.1279297, -0.05078125]","[0.4851074, 0.09228516, 0.2497559, 0.1542969, 0.1643066, 0.189209, 0.1345215, 0.263916, 0.2758789, 0.3430176, 0.3041992, 0.3581543, 0.4162598, 0.2233887, 0.2568359, 0.1247559, -0.01855469, -0.05908203, -0.02099609, 1.159668, -0.04711914]"
22,"[0.9462891, 0.402832, 0.1855469, 0.1166992, -0.314209, -0.07519531, -0.1931152, -0.2019043, -0.1862793, -0.2998047, -0.213623, -0.3735352, -0.3156738, -0.2802734, -0.2976074, -0.2409668, 0.15625, 0.1486816, 0.347168, 0.7312012, 1.062012, 1.175293, 1.318848, 1.081543]","[-0.572998, -0.8168945, -0.9287109, -0.8615723, -0.8413086, -0.9411621, -0.9355469, -0.9130859, -0.9086914, -0.8725586, -0.9060059, -0.8500977, -0.8950195, -0.8996582, -0.890625, -0.8581543, -0.9570313, -0.9072266, -0.8547363, -0.7248535, -0.5178223, -0.3569336, -0.2250977, -0.02905273]","[-0.03540039, 0.09301758, 0.1943359, 0.2250977, 0.2211914, 0.329834, 0.2373047, 0.2368164, 0.2751465, 0.2275391, 0.2819824, 0.2824707, 0.3076172, 0.2329102, 0.2133789, 0.2575684, 0.1845703, 0.112793, -0.06591797, -0.1518555, -0.208252, -0.1557617, -0.1357422, -0.1191406]"
23,"[0.9853516, 0.2089844, 0.3234863, 0.05395508, -0.1696777, -0.07421875, -0.2226563, -0.1682129, -0.1879883, -0.152832, -0.1069336, -0.2148438, -0.1999512, -0.2348633, -0.2919922, -0.08984375, 0.2416992, 0.3935547, 0.5407715, 1.199463, 1.083252, 1.191406, 1.086914]","[-0.4729004, -0.7695313, -0.8952637, -0.8330078, -0.859375, -0.9279785, -0.9101563, -0.9294434, -0.9394531, -0.9411621, -0.9511719, -0.9172363, -0.9121094, -0.8815918, -0.8105469, -0.8588867, -0.9660645, -0.8769531, -0.7434082, -0.5664063, -0.1623535, 0.08764648, -0.0637207]","[0.1010742, 0.003662109, 0.04321289, 0.1235352, 0.1689453, 0.1538086, 0.2561035, 0.3432617, 0.3261719, 0.3654785, 0.2097168, 0.3354492, 0.2578125, 0.2927246, 0.3342285, 0.2011719, 0.2333984, 0.07885742, -0.05639648, -0.1040039, -0.1384277, -0.2885742, -0.1003418]"
24,"[1.529785, 1.238281, 0.4841309, 0.2722168, 0.07739258, -0.0480957, -0.07519531, -0.1430664, -0.1520996, -0.2890625, -0.3291016, -0.3793945, -0.2912598, -0.3317871, -0.4660645, -0.4345703, -0.2231445, -0.1650391, 1.041992, 1.145264, 1.283203, 1.291748, 0.7231445, 0.9360352, 1.101563]","[-0.1884766, -0.423584, -0.7241211, -0.8156738, -0.9038086, -0.9333496, -0.9592285, -0.9594727, -0.9387207, -0.8742676, -0.795166, -0.7670898, -0.8093262, -0.7983398, -0.7988281, -0.7541504, -0.8083496, -0.6591797, -0.5148926, -0.2175293, -0.04736328, 0.1772461, -0.02124023, 0.1523438, -0.07983398]","[-0.1140137, -0.2036133, -0.1203613, 0.0222168, 0.2060547, 0.2998047, 0.2260742, 0.2734375, 0.246582, 0.3349609, 0.3518066, 0.4111328, 0.3779297, 0.4521484, 0.3537598, 0.2687988, 0.1481934, -0.1330566, -0.2316895, -0.1958008, -0.08544922, -0.07543945, -0.04321289, -0.204834, -0.1013184]"
25,"[1.094971, 0.8146973, 0.4206543, 0.08984375, -0.07861328, 0.03027344, -0.1850586, -0.1894531, -0.3681641, -0.390625, -0.4838867, -0.402832, -0.4401855, -0.2519531, 0.185791, 1.460693, 1.335205, 1.215088, 1.147461, 1.256836, 1.477539, 0.9162598, 0.8122559]","[0.07421875, -0.5249023, -0.7421875, -0.8276367, -0.8447266, -0.9328613, -0.8857422, -0.8562012, -0.7963867, -0.7973633, -0.7683105, -0.7563477, -0.7253418, -0.7133789, -0.6037598, -0.5061035, -0.3322754, -0.0949707, 0.2290039, 0.3037109, 0.1813965, 0.0144043, 0.06835938]","[-0.4765625, -0.1169434, -0.03027344, 0.1826172, 0.2473145, 0.2358398, 0.291748, 0.3747559, 0.3203125, 0.3071289, 0.4067383, 0.4138184, 0.5236816, 0.3422852, 0.07958984, 0.2438965, -0.2524414, -0.1362305, -0.2338867, -0.0234375, -0.1584473, -0.05419922, -0.08447266]"
26,"[1.479248, 0.9335938, 0.5881348, 0.3649902, -0.06494141, -0.204834, -0.4018555, -0.5324707, -0.4675293, -0.651123, -0.4970703, -0.5529785, -0.6513672, -0.6564941, -0.7407227, -0.3562012, 0.2312012, 0.4990234, 1.096191, 1.187012, 1.620117, 1.707031, 0.7229004, 0.9870605, 1.22876, 1.107666]","[-0.4057617, -0.581543, -0.7670898, -0.8283691, -0.8154297, -0.8076172, -0.7341309, -0.5986328, -0.545166, -0.5214844, -0.5256348, -0.5446777, -0.4931641, -0.5400391, -0.4387207, -0.5639648, -0.6726074, -0.6289063, -0.3918457, 0.140625, 0.4174805, 0.3178711, -0.03076172, 0.04223633, 0.06469727, -0.07055664]","[-0.2866211, -0.1394043, 0.1362305, -0.02490234, 0.2165527, 0.4680176, 0.4746094, 0.5258789, 0.480957, 0.4370117, 0.4724121, 0.5234375, 0.5466309, 0.5002441, 0.4907227, 0.560791, 0.3239746, 0.1853027, 0.02368164, -0.1982422, -0.01220703, -0.2275391, -0.1472168, -0.06347656, -0.02880859, -0.09887695]"
27,"[1.109131, 0.1982422, -0.0793457, -0.004882813, -0.09765625, -0.4338379, -0.3762207, -0.3515625, -0.4228516, -0.3193359, -0.3325195, -0.4572754, -0.5065918, -0.4331055, -0.1015625, 0.2338867, 0.9645996, 1.547852, 1.130127, 1.340332, 1.10498, 1.854492, 1.088135]","[-0.5131836, -0.7490234, -0.7504883, -0.7780762, -0.7871094, -0.7836914, -0.7165527, -0.7150879, -0.6765137, -0.7260742, -0.6838379, -0.6762695, -0.6450195, -0.6879883, -0.6860352, -0.5891113, -0.2016602, 0.06860352, 0.2155762, 0.4245605, 0.001464844, -0.1123047, -0.06884766]","[-0.2590332, 0.1599121, 0.3356934, 0.5910645, 0.4472656, 0.5649414, 0.4707031, 0.4926758, 0.4768066, 0.5236816, 0.5913086, 0.4802246, 0.6411133, 0.4204102, 0.3464355, 0.1445313, -0.2053223, -0.3713379, -0.494873, -0.4204102, -0.135498, -0.3525391, -0.09912109]"
28,"[1.015137, 0.2619629, 0.05786133, 0.1142578, -0.02954102, -0.0222168, -0.265625, -0.4282227, -0.184082, -0.4663086, -0.4035645, -0.479248, -0.6069336, -0.6633301, -0.2937012, -0.1953125, 0.3637695, 0.8200684, 1.081787, 1.292969, 1.059326, 1.142334, 1.101563]","[-0.5512695, -0.8398438, -0.8637695, -0.8669434, -0.8806152, -0.9003906, -0.7756348, -0.7558594, -0.7641602, -0.6643066, -0.6035156, -0.5725098, -0.5217285, -0.5026855, -0.6494141, -0.7290039, -0.7211914, -0.7104492, -0.4726563, -0.2939453, -0.1040039, -0.02246094, -0.07983398]","[-0.0859375, 0.1210938, 0.1479492, 0.2602539, 0.4165039, 0.4309082, 0.4362793, 0.5012207, 0.5065918, 0.5541992, 0.53125, 0.590332, 0.6206055, 0.6567383, 0.4621582, 0.2868652, 0.1462402, 0.08569336, -0.1691895, -0.328125, -0.1777344, -0.1018066, -0.1057129]"
29,"[1.088135, 0.9907227, 0.9645996, 0.9729004, 0.873291, 0.7797852, 0.6733398, 0.5544434, 0.3969727, 0.317627, 0.1577148, -0.07836914, -0.01000977, -0.1730957, -0.3198242, -0.4064941, -0.6318359, -0.5808105, -0.5949707, -0.5026855, -0.5463867, -0.2736816, -0.5212402, -0.5012207, -0.2600098, -0.1921387, 0.2687988, 0.3088379, 0.5917969, 0.9389648, 0.9216309, 1.080811, 1.134766, 1.371582, 1.148193]","[-0.2180176, -0.3928223, -0.4973145, -0.5869141, -0.6726074, -0.763916, -0.8239746, -0.8613281, -0.9501953, -0.9558105, -1.001221, -0.963623, -0.9489746, -0.8796387, -0.7075195, -0.6733398, -0.6394043, -0.609375, -0.595459, -0.6018066, -0.5998535, -0.6726074, -0.6210938, -0.690918, -0.7587891, -0.8283691, -0.9921875, -0.9367676, -0.8457031, -0.7233887, -0.5952148, -0.3696289, -0.223877, -0.1594238, -0.05786133]","[-0.07348633, -0.1323242, -0.07202148, 0.01245117, 0.01220703, -0.006103516, 0.01879883, 0.05004883, 0.1035156, 0.1503906, 0.1577148, 0.1281738, 0.1821289, 0.2565918, 0.3286133, 0.5270996, 0.3718262, 0.484375, 0.4799805, 0.5131836, 0.4707031, 0.4682617, 0.4360352, 0.4245605, 0.3535156, 0.234375, 0.2995605, 0.1518555, 0.1462402, 0.02954102, -0.1384277, -0.1572266, -0.1218262, 0.08178711, 0.03540039]"
30,"[1.174561, 0.6730957, 0.4602051, -0.006591797, -0.0949707, -0.2145996, -0.1774902, -0.2954102, -0.3378906, -0.3208008, -0.486084, -0.427002, -0.4606934, -0.4567871, -0.4401855, -0.4919434, -0.5246582, -0.2077637, 0.284668, 0.1843262, 0.6677246, 0.9072266, 1.095703, 0.949707, 0.8044434, 1.017822, 1.138916, 1.250732, -0.8269043, 1.11792]","[-0.3989258, -0.671875, -0.8371582, -0.9189453, -0.892334, -0.887207, -0.8024902, -0.7121582, -0.7460938, -0.6989746, -0.6203613, -0.6713867, -0.6352539, -0.6450195, -0.6062012, -0.6303711, -0.6411133, -0.6269531, -0.7937012, -0.6625977, -0.5117188, -0.06616211, 0.5012207, 0.6325684, 0.7038574, 0.638916, 0.3974609, -0.02636719, -0.6384277, -0.06420898]","[-0.1501465, -0.138916, -0.07568359, 0.1572266, 0.2380371, 0.2998047, 0.3239746, 0.4172363, 0.5024414, 0.4904785, 0.5686035, 0.4914551, 0.5522461, 0.5556641, 0.614502, 0.5036621, 0.4589844, 0.4355469, 0.4321289, 0.1481934, -0.01757813, -0.3442383, -0.387207, -0.1350098, -0.3132324, -0.2856445, -0.4311523, -0.177002, -1.505615, -0.08496094]"
31,"[0.9140625, 0.7514648, 0.1203613, -0.1069336, -0.3381348, -0.390625, -0.3186035, -0.3881836, -0.4567871, -0.3532715, -0.4372559, -0.4262695, -0.4143066, -0.4516602, -0.4797363, -0.0456543, 0.1948242, 0.8144531, 0.9645996, 1.400146, 1.365234, 1.276611, 1.189941, 0.9233398, 1.133057]","[-0.5842285, -0.8378906, -0.7880859, -0.6904297, -0.6914063, -0.734375, -0.7617188, -0.690918, -0.6611328, -0.6740723, -0.6027832, -0.6030273, -0.6140137, -0.6032715, -0.6064453, -0.5878906, -0.6347656, -0.5820313, -0.2409668, 0.2207031, 0.3276367, 0.3430176, 0.02148438, -0.04345703, -0.06860352]","[-0.1376953, -0.02685547, 0.05664063, 0.2873535, 0.4111328, 0.4868164, 0.4475098, 0.4909668, 0.5397949, 0.6108398, 0.5559082, 0.6074219, 0.6201172, 0.581543, 0.5339355, 0.4206543, 0.1943359, -0.1904297, -0.579834, -0.5480957, -0.4487305, -0.5251465, -0.1726074, -0.04541016, -0.08618164]"
32,"[0.9245605, 0.8469238, 0.2094727, -0.03027344, -0.2788086, -0.3684082, -0.4179688, -0.4350586, -0.3930664, -0.4558105, -0.6169434, -0.5734863, -0.5078125, -0.4177246, -0.5366211, -0.4538574, -0.3679199, -0.03076172, 0.828125, 1.548584, 1.511963, 1.56958, 0.8366699, 0.5332031, 1.023438, 0.9111328, 1.037354]","[-0.4768066, -0.6464844, -0.9074707, -0.8493652, -0.8083496, -0.7341309, -0.6972656, -0.734375, -0.6711426, -0.6357422, -0.5739746, -0.546875, -0.5397949, -0.572998, -0.5500488, -0.5327148, -0.5385742, -0.5310059, -0.5007324, -0.3969727, -0.05249023, 0.1455078, 0.06005859, 0.01953125, -0.03100586, -0.1923828, -0.08837891]","[-0.1169434, -0.08886719, 0.2294922, 0.3574219, 0.3249512, 0.4462891, 0.4223633, 0.5407715, 0.4875488, 0.473877, 0.4746094, 0.5717773, 0.6196289, 0.6516113, 0.541748, 0.6245117, 0.248291, 0.1584473, -0.2143555, -0.4230957, -0.4123535, -0.3837891, -0.2971191, -0.1994629, -0.1911621, 0.05419922, -0.1208496]"
33,"[1.321045, -0.06079102, -0.1674805, -0.3852539, -0.4345703, -0.5910645, -0.4538574, -0.5102539, -0.3891602, -0.5664063, -0.4929199, -0.5412598, -0.529541, -0.5305176, -0.3710938, -0.1611328, 0.05932617, 0.8015137, 0.9262695, 1.060303, 1.40625, 1.999939]","[-0.4572754, -0.8459473, -0.7692871, -0.578125, -0.5744629, -0.635498, -0.6066895, -0.5905762, -0.5454102, -0.5102539, -0.4614258, -0.434082, -0.4672852, -0.4597168, -0.4328613, -0.4707031, -0.699707, -0.8212891, -0.7712402, -0.3818359, -0.2636719, 0.9916992]","[-0.07250977, 0.3515625, 0.2924805, 0.5671387, 0.5810547, 0.4833984, 0.5283203, 0.5031738, 0.6379395, 0.6057129, 0.6882324, 0.6333008, 0.6540527, 0.6652832, 0.7316895, 0.4023438, 0.2692871, 0.1306152, -0.1535645, -0.1821289, -0.1293945, 1.78833]"
34,"[0.9741211, 0.5844727, 0.4084473, 0.1074219, -0.1279297, -0.2231445, -0.3669434, -0.3688965, -0.3215332, -0.2568359, -0.4916992, -0.5498047, -0.5371094, -0.5534668, -0.550293, -0.5651855, -0.4443359, -0.416748, 0.4067383, 0.7089844, 1.480469, 1.022705, 1.11377]","[-0.4318848, -0.7768555, -0.8276367, -0.8305664, -0.8903809, -0.8017578, -0.7524414, -0.7351074, -0.6877441, -0.6464844, -0.5827637, -0.5358887, -0.5148926, -0.4953613, -0.4787598, -0.4274902, -0.4504395, -0.4833984, -0.7565918, -0.6574707, -0.2441406, 0.06567383, -0.06884766]","[-0.1149902, 0.01196289, 0.004150391, 0.2885742, 0.2780762, 0.395752, 0.4580078, 0.388916, 0.5332031, 0.6396484, 0.5541992, 0.6035156, 0.5961914, 0.578125, 0.6220703, 0.6462402, 0.7121582, 0.347168, 0.2729492, -0.0703125, -0.1696777, -0.1318359, -0.09594727]"
35,"[0.8830566, 0.6450195, 0.1967773, -0.09130859, -0.1320801, -0.3200684, -0.4421387, -0.3708496, -0.4909668, -0.5605469, -0.328125, -0.4941406, -0.456543, -0.4667969, -0.4873047, -0.3383789, -0.09472656, 0.3881836, 1.00415, 1.394531, 1.269775, 1.098389]","[-0.6208496, -0.8427734, -0.8469238, -0.8557129, -0.786377, -0.7744141, -0.7207031, -0.5349121, -0.515625, -0.4362793, -0.4985352, -0.4748535, -0.4299316, -0.4333496, -0.4067383, -0.4909668, -0.8740234, -0.7028809, -0.6430664, -0.4245605, -0.2492676, -0.06396484]","[-0.05517578, 0.1291504, 0.1928711, 0.270752, 0.4042969, 0.4238281, 0.3857422, 0.4624023, 0.6745605, 0.6000977, 0.682373, 0.6447754, 0.6860352, 0.7373047, 0.6789551, 0.3413086, 0.1711426, 0.03979492, 0.003173828, -0.2312012, -0.0637207, -0.08276367]"
36,"[1.098389, 0.9523926, 0.8840332, 0.6738281, 0.5461426, 0.3583984, 0.3886719, 0.4335938, 0.1845703, 0.3435059, 0.04589844, -0.05639648, -0.140625, -0.1130371, -0.2055664, -0.4199219, -0.3742676, -0.4631348, -0.3913574, -0.4907227, -0.3850098, -0.2832031, -0.1586914, 0.08251953, 0.6845703, 0.6010742, 0.9401855, 0.8713379, 0.8974609, 1.112305, 1.011719]","[-0.2304688, -0.6196289, -0.7321777, -0.7729492, -0.8537598, -0.9160156, -0.9277344, -0.9541016, -0.9509277, -0.9992676, -0.9433594, -0.9299316, -0.8513184, -0.779541, -0.7299805, -0.6193848, -0.5969238, -0.5759277, -0.6096191, -0.635498, -0.6755371, -0.746582, -0.8525391, -0.8564453, -0.9660645, -0.8654785, -0.842041, -0.6567383, -0.4208984, -0.3137207, -0.0004882813]","[-0.1413574, 0.007568359, -0.0144043, 0.07885742, 0.1066895, 0.03979492, 0.2111816, 0.3037109, 0.3161621, 0.5070801, 0.2941895, 0.3803711, 0.4279785, 0.4399414, 0.6254883, 0.5058594, 0.6650391, 0.6140137, 0.5942383, 0.592041, 0.4794922, 0.3652344, 0.3022461, 0.2116699, 0.2521973, 0.07055664, -0.01171875, -0.007324219, -0.2001953, -0.1826172, -0.09960938]"
37,"[1.063232, 1.063477, 1.007813, 0.9055176, 0.8991699, 0.8310547, 0.7067871, 0.7502441, 0.7070313, 0.5959473, 0.4365234, 0.4169922, 0.3076172, 0.07861328, 0.04052734, -0.06445313, -0.1975098, -0.3154297, -0.3591309, -0.5495605, -0.435791, -0.5239258, -0.4995117, -0.4187012, -0.4936523, -0.5014648, -0.4621582, -0.5244141, -0.4230957, -0.3591309, -0.2473145, -0.04907227, 0.126709, 0.1677246, 0.3286133, 0.5610352, 0.5979004, 0.8037109, 0.9196777, 0.9504395, 1.155762, 1.11377, 1.113281]","[-0.1711426, -0.4042969, -0.4819336, -0.6052246, -0.6577148, -0.7026367, -0.7514648, -0.8359375, -0.8544922, -0.9133301, -0.9138184, -0.9760742, -0.979248, -0.9580078, -0.9956055, -0.9604492, -0.8999023, -0.7246094, -0.7290039, -0.6335449, -0.6787109, -0.6516113, -0.6464844, -0.6640625, -0.6801758, -0.6774902, -0.6782227, -0.6767578, -0.7272949, -0.7233887, -0.8330078, -0.9370117, -0.9489746, -0.9333496, -0.9440918, -0.9243164, -0.8190918, -0.7297363, -0.5715332, -0.4440918, -0.2294922, -0.1557617, -0.09594727]","[-0.0769043, -0.0480957, -0.07397461, -0.02905273, -0.008056641, 0.06103516, 0.04711914, 0.1391602, 0.08398438, 0.1591797, 0.05810547, 0.1540527, 0.09912109, 0.1228027, 0.1755371, 0.2133789, 0.322998, 0.3813477, 0.4257813, 0.5463867, 0.5158691, 0.4626465, 0.5229492, 0.4992676, 0.465332, 0.4318848, 0.4707031, 0.4907227, 0.411377, 0.4277344, 0.3168945, 0.3356934, 0.3442383, 0.1933594, 0.1281738, 0.06225586, -0.01635742, 0.007324219, -0.2192383, -0.1135254, -0.2321777, -0.1577148, -0.1135254]"
38,"[1.197266, 0.9658203, 0.815918, 0.5742188, 0.4831543, 0.3300781, 0.1875, -0.05151367, -0.1843262, -0.329834, -0.4477539, -0.4543457, -0.5473633, -0.4958496, -0.5874023, -0.5302734, -0.5932617, -0.5029297, -0.654541, -0.675293, -0.2578125, -0.2790527, 0.1938477, 0.3134766, 0.6174316, 0.9326172, 0.9621582, 1.119385, 1.256348, 1.180908]","[-0.3413086, -0.527832, -0.6962891, -0.8171387, -0.9194336, -0.9665527, -0.9980469, -0.9196777, -0.8830566, -0.8063965, -0.7209473, -0.6333008, -0.5803223, -0.5227051, -0.4863281, -0.484375, -0.5158691, -0.5095215, -0.5087891, -0.5754395, -0.7297363, -0.7636719, -0.9289551, -0.9060059, -0.8806152, -0.7888184, -0.6499023, -0.4523926, -0.2143555, -0.1259766]","[-0.2348633, -0.140625, -0.06347656, -0.1398926, 0.03076172, 0.09545898, 0.1240234, 0.2004395, 0.3027344, 0.3552246, 0.4794922, 0.4248047, 0.4978027, 0.5512695, 0.5356445, 0.5720215, 0.5302734, 0.5766602, 0.5322266, 0.4743652, 0.4208984, 0.3588867, 0.3339844, 0.1008301, 0.1945801, 0.05493164, 0.02148438, -0.06811523, -0.1186523, -0.08764648]"
39,"[0.8891602, 0.7409668, 0.776123, 0.5183105, 0.4458008, 0.2058105, 0.01708984, -0.1914063, -0.157959, -0.2973633, -0.3051758, -0.4125977, -0.3415527, -0.4833984, -0.4455566, -0.3942871, -0.4609375, -0.4663086, -0.6171875, -0.4035645, -0.222168, 0.173584, 0.01416016, 0.3364258, 1.114258, 1.160645, 1.087158]","[-0.5170898, -0.6914063, -0.8337402, -0.916748, -0.9858398, -0.9150391, -0.9345703, -0.942627, -0.8369141, -0.8132324, -0.7399902, -0.6716309, -0.7128906, -0.6569824, -0.5874023, -0.5556641, -0.5861816, -0.5913086, -0.5014648, -0.677002, -0.713623, -0.8330078, -0.8493652, -0.7124023, -0.4521484, -0.1862793, -0.06713867]","[-0.2258301, -0.1259766, 0.01806641, -0.03955078, 0.0534668, 0.1411133, 0.2380371, 0.2363281, 0.3647461, 0.3291016, 0.40625, 0.3757324, 0.4543457, 0.5581055, 0.628418, 0.5986328, 0.5974121, 0.607666, 0.5402832, 0.548584, 0.5209961, 0.3518066, 0.144043, -0.07714844, -0.1210938, -0.09082031, -0.08959961]"
40,"[1.130859, 0.8815918, 0.7709961, 0.4609375, 0.3999023, -0.1064453, -0.135498, -0.5759277, -0.4174805, -0.4682617, -0.427002, -0.4177246, -0.5559082, -0.2756348, 0.3447266, 0.8728027, 1.270264, 1.22876, 1.187012]","[-0.3652344, -0.619873, -0.8164063, -0.8718262, -0.9492188, -0.8681641, -0.8085938, -0.6037598, -0.6572266, -0.6872559, -0.706543, -0.6669922, -0.6154785, -0.5236816, -0.6518555, -0.5979004, -0.3706055, -0.2890625, -0.01367188]","[-0.2072754, -0.1386719, 0.02661133, -0.01977539, 0.151123, 0.201416, 0.217041, 0.4416504, 0.4641113, 0.5087891, 0.4724121, 0.529541, 0.5166016, 0.3544922, 0.05126953, -0.1816406, -0.2932129, -0.1245117, -0.1350098]"
41,"[1.287842, 0.6525879, -0.04882813, -0.2722168, -0.3459473, -0.3500977, -0.4482422, -0.3649902, -0.4064941, -0.3522949, -0.4406738, -0.3999023, -0.2199707, 0.1245117, 1.33374, 1.346436, 0.9729004, 0.9897461, 0.9545898, 0.9248047, 0.8657227, 1.082275, 0.8071289, 1.135498]","[-0.4555664, -0.6938477, -0.8046875, -0.7058105, -0.6240234, -0.5949707, -0.5371094, -0.4675293, -0.5048828, -0.4943848, -0.5256348, -0.4731445, -0.5224609, -0.5166016, -0.4975586, -0.3051758, 0.05664063, 0.3735352, 0.5373535, 0.5527344, 0.5812988, 0.4404297, -0.08300781, 0.04736328]","[-0.2851563, -0.06152344, 0.1828613, 0.4692383, 0.5737305, 0.6188965, 0.6005859, 0.7749023, 0.689209, 0.737793, 0.6203613, 0.7177734, 0.2727051, -0.09887695, -0.220459, -0.5471191, -0.5200195, -0.4956055, -0.3168945, -0.4155273, -0.3818359, -0.4858398, -0.2529297, -0.1853027]"
42,"[0.7924805, 0.2470703, 0.0009765625, -0.06640625, -0.4338379, -0.4572754, -0.4084473, -0.6159668, -0.255127, -0.4230957, -0.3994141, -0.3918457, -0.4133301, -0.3508301, -0.3522949, -0.6062012, -0.3088379, 0.2114258, 1.555664, 1.776855, 1.223389, 0.9760742, 1.618164, 0.5029297, 1.104004]","[-0.6711426, -0.793457, -0.8156738, -0.7697754, -0.6103516, -0.505127, -0.3466797, -0.3122559, -0.3623047, -0.3791504, -0.3352051, -0.3654785, -0.3637695, -0.3754883, -0.3815918, -0.2583008, -0.2382813, -0.2341309, -0.236084, -0.2685547, 0.06738281, 0.4260254, 0.1225586, -0.05761719, -0.07055664]","[-0.1601563, -0.01879883, 0.182373, 0.3395996, 0.5024414, 0.6499023, 0.776123, 0.7211914, 0.7880859, 0.8215332, 0.829834, 0.7421875, 0.7976074, 0.7487793, 0.8432617, 0.9069824, 0.5866699, -0.001464844, -0.6123047, -0.4692383, -0.6430664, -0.4851074, -0.9577637, -0.08837891, -0.08105469]"
43,"[0.9172363, 0.3713379, 0.04882813, -0.1635742, -0.401123, -0.3415527, -0.2458496, -0.3205566, -0.4238281, -0.454834, -0.4924316, -0.510498, -0.3986816, -0.480957, -0.4882813, -0.2456055, -0.1704102, 0.958252, 0.8774414, 1.180176, 1.808594, 1.043213, 0.9414063, 1.128662]","[-0.6755371, -0.7861328, -0.8210449, -0.7619629, -0.6274414, -0.5922852, -0.5249023, -0.4887695, -0.4020996, -0.402832, -0.3278809, -0.3266602, -0.3054199, -0.3068848, -0.2988281, -0.3173828, -0.295166, -0.5100098, -0.3286133, -0.02514648, 0.01318359, -0.1074219, 0.09008789, 0.07202148]","[-0.2150879, 0.04125977, 0.06835938, 0.354248, 0.4685059, 0.512207, 0.7053223, 0.8120117, 0.8256836, 0.7724609, 0.7424316, 0.7355957, 0.7668457, 0.8144531, 0.8522949, 0.7209473, 0.2612305, -0.1896973, -0.6765137, -0.890625, -0.8171387, -0.1672363, 0.2111816, -0.08105469]"
44,"[0.9587402, 0.4177246, -0.05004883, -0.2060547, -0.2304688, -0.4445801, -0.4296875, -0.4440918, -0.425293, -0.3850098, -0.4172363, -0.4760742, -0.378418, -0.4475098, -0.3535156, -0.3867188, -0.4943848, -0.5368652, 0.2932129, 1.509033, 1.115479, 1.568604, 1.581543, 0.9355469, 1.066406, 1.121582]","[-0.5793457, -0.760498, -0.746582, -0.8537598, -0.7038574, -0.671875, -0.4665527, -0.3928223, -0.3598633, -0.3837891, -0.3522949, -0.373291, -0.3745117, -0.3544922, -0.4042969, -0.3793945, -0.2756348, -0.09619141, -0.02929688, -0.2780762, 0.1804199, 0.1794434, 0.07885742, -0.01318359, 0.1391602, -0.06762695]","[-0.1687012, 0.04174805, 0.173584, 0.08496094, 0.296875, 0.4135742, 0.6850586, 0.782959, 0.6801758, 0.7375488, 0.7199707, 0.7097168, 0.8039551, 0.7841797, 0.7226563, 0.7797852, 0.9250488, 0.6157227, -0.2890625, -1.071045, -1.160889, -0.5979004, -0.6477051, -0.3381348, -0.006591797, -0.09423828]"
45,"[0.9787598, 0.5217285, 0.1398926, -0.2463379, -0.3916016, -0.3444824, -0.4960938, -0.3305664, -0.2258301, -0.3334961, -0.4294434, -0.4189453, -0.420166, -0.3266602, -0.388916, -0.5161133, -0.02636719, 0.8596191, 0.8881836, 1.380127, 1.414795]","[-0.6779785, -0.8347168, -0.8481445, -0.7199707, -0.6098633, -0.5263672, -0.4387207, -0.4775391, -0.5195313, -0.4980469, -0.4645996, -0.4780273, -0.4519043, -0.4931641, -0.4223633, -0.3261719, -0.619873, -0.6743164, -0.6479492, -0.3681641, -0.07568359]","[-0.1547852, -0.05053711, 0.01367188, 0.2924805, 0.4562988, 0.6577148, 0.6315918, 0.7661133, 0.7548828, 0.7607422, 0.7058105, 0.7119141, 0.7128906, 0.7514648, 0.7832031, 0.6328125, 0.3515625, 0.342041, -0.1767578, -0.4160156, -0.1279297]"
